Tweet
"Amirul Mukminin (42), maling berpistol yang dihakimi massa, ternyata spesialis pembobol minimarket. Polisi mengatakan pelaku sudah membobol tujuh minimarket. https://t.co/s76E9SEmF4"
"Polisi menemukan unsur pidana di kasus pria kendarai moge menabrak seorang nenek penjual tisu hingga tewas di Menteng, Jakpus. https://t.co/H9Tn0dDxe1"
MeninggalnyaPele juga dikomentari Lionel Messi. Penyerang Argentina itu tak banyak berkata-kata. https://t.co/VP8JyjI9vi
Kabar meninggalnya Pele sampai ke Cristiano Ronaldo. Pemain Portugal itu menyampaikan pesan dukanya untuk sang Raja Sepakbola itu. https://t.co/KWFMAyFKZj
Menko Polhukam Mahfud Md menerima rekomendasi penyelesaian 14 kasus HAM berat di masa lalu dari Tim Penyelesaian Non-Yudisial Pelanggaran HAM (PPHAM). https://t.co/yK7hYE1FnA
Mahasiswa UIN Sunan Kalijaga Jogja dikabarkan terjatuh dari jembatan penyeberangan orang (JPO) di kawasan kampus. Informasi tersebut viral di media sosial. https://t.co/LfFoXDXroC
Mantan menteriAmir Ohana terpilih sebagai ketua parlemen Israel pada hari Kamis waktu setempat. Ohana merupakan gay pertama yang menduduki jabatan tersebut. https://t.co/fAiDUKyrHo
Kapolri Jenderal Listyo Sigit Prabowo mengapresiasi seluruh suporter sepakbola yang memberikan dukungan kepada Timnas di GBK dengan tertib. https://t.co/EPU5LpHk2A
"Seekor gajah di Taman Margasatwa Lok Kawi di Malaysia menanduk pawangnya. Akibatnya, korban bernama Fred Lanson (49), meninggal dunia. https://t.co/9JZfLDHZ03"
Pele meninggal dunia di usia 82 tahun. Raja sepakbola itu berpulang. https://t.co/QgNCw0bUw5
"Perempuan berinisial SA (54) di Samarinda, Kalimantan Timur (Kaltim), ditangkap polisi setelah membunuh suaminya, NF (52). https://t.co/KZgQWQ0ubu"
"Suporter Timnas Indonesia membentangkan spanduk dan poster dukungan terhadap PSSI di Stadion Utama Gelora Bung Karno, Jakarta saat menjamu Timnas Thailand. https://t.co/7ogvPlB9wb"
Ketua MUI Bidang Fatwa Asrorun Niam Sholeh mengatakan tahun ini MUI telah mengeluarkan ratusan sertifikasi halal. Jumlah ini terhitung selama tahun 2022. https://t.co/THktoXEU6e
"Seorang remaja di Bengkulu Utara, Bengkulu, berinsiial R (17) nekat membakar dirinya sendiri. Hal itu lantaran uang pemberian orang tuanya tak sesuai harapan. https://t.co/yKRUYEhCvk"
Cody Gakpo telah resmi menjadi pemain Liverpool. Lantas kapan ia bisa menjalani debutnya? Ini jawaban Manajer Liverpool Juergen Klopp. https://t.co/JfPbNdyoOg
"Perempuan berinisial SA (54) di Samarinda, Kalimantan Timur (Kaltim), ditangkap polisi setelah membunuh suaminya, NF (52). https://t.co/tyAQ7hNFfP"
Pele meninggal dunia. Legenda Brasil itu menghembuskan napas terakhirnya di usia 82 tahun. https://t.co/2hat6RN9b1
"Nenek di Desa Cikidangbayabang, Kecamatan Mande, Kabupaten Cianjur, dibanting oleh wanita muda yang merupakan istri dari cucunya. https://t.co/Z71lkp42Kf"
Kejati DKI menyelesaikan 30 kasus dengan restorative justice sepanjang 2022. Salah satu kasus yang diselesaikan dengan RJ adalah pencurian untuk beli susu anak. https://t.co/PY9lod3puV
Apa yang dimaksud dengan politik identitas? Simak pemaparannya di sini: https://t.co/BeV2mZRdKM
Daun kelor dikenal dengang segudang manfaatnya terutama bagi kesehatan. Menurut para ilmuwan berikut manfaat daun kelor untuk kesehatan: https://t.co/rUfVZPDyFy
Syarat menyeberang Pelabuhan Merak perlu diketahui bagi masyarakat. Terutama bagi yang hendak bepergian dari Pelabuhan Merak menuju Pelabuhan Bakauheni. https://t.co/CKokF7eKAb
"Isu 'kudeta' muncul di tubuh PSSI. Terkait itu, muncul pula usulan mencopot Sekjen PSSI Yunus Nusi yang disebut-sebut melakukan manuver tersebut. https://t.co/kAfzOBVf8a"
MU terus dirumorkan mau merekrut Memphis Depay. Tapi ada fans yang punya pandangan lain: Pogba dan Ronaldo sudah gagal lho di periode keduanya di Old Trafford. https://t.co/dg0sIUqbvd
Pemerintah melaporkan kasus baru Corona hari ini terdata ada penambahan sebanyak 685 kasus dari 34 provinsi di Indonesia. Jawa Barat jadi penyumbang terbanyak. https://t.co/9Il38YjQmo
Cuaca ekstrem di Filipina menyebabkan banjir dan tanah longsor. Total keseluruhan warga Filipina yang meninggal dunia menjadi 39 orang. https://t.co/LxIqTfBAbW
Hari Satpam diperingati setiap 30 Desember. Peringatan nasional ini bertujuan untuk memperingati jasa satpam dalam membantu pengamanan lingkungan dan wilayah. https://t.co/zW1WnF9FWj
Ir Siswono Yudo Husodo mundur sebagai Ketua Dewan Pertimbangan (Wantim) Partai NasDem yang diembannya sejak 2017. Bagaimana sosoknya? https://t.co/RYlfzMeTMy
Kapolda Riau Irjen Mohammad Iqbal memimpin pemusnahan miras ilegal dan knalpot brong. Dalam kesempatan yang sama ia juga memberikan penghargaan sejumlah tokoh. https://t.co/JE5MwUOyks
Pemerintah memperbarui data terkait kasus Corona di Indonesia. Hari ini dilaporkan ada tambahan 685 kasus positif COVID-19 di Indonesia. https://t.co/ebBqEaRFfb
"Newcastle United terus berada di papan atas Liga Inggris. Shay Given, sebut orang-orang bisa berekspektasi The Magpies jadi juara, tapi fokus menang saja ya! https://t.co/n7C7ukHreP"
"Wanita di Palembang bernama Kristina (47) ditangkap polisi karena kedapatan membawa 144 butir amunisi caliber 0,9 mm dan stun gun di dalam sebuah penanak nasi. https://t.co/SCrnx7ivoX"
Profesor ilmu iklim di Universitas Bristol menuturkan bahwa letusan gunung berapi bisa menurunkan suhu secara global. Ini penelitiannya: https://t.co/H9qhBcDdO3
Momen pergantian tahun seringkali justru menimbulkan stres karena terlalu banyak berharap pada keadaan. Begini cara mengatasinya: https://t.co/a6cRCrjZOY
Menteri Lingkungan Hidup dan Kehutanan (LHK) Siti Nurbaya mengungkapkan bahwa tahun 2022 merupakan tahun keberanian. Mengapa demikian? https://t.co/x9qwF4SyOe
KLHK juga turut memberikan penghargaan kepada Direktur Utama Pertamina Nicke Widyawati sebagai Green Leadership Utama. https://t.co/okc8QyH1JP
"Kerap dikatakan jadi raja salju yang suka cari ruko kosong untuk ditempati, ikon Snow King atau logo Mixue punya nilai-nilai filosofis, lho. Begini penjelasannya.  https://t.co/KtBE1ngM9i"
Ir Siswono Yudo Husodo mundur sebagai Ketua Dewan Pertimbangan (Wantim) Partai NasDem yang diembannya sejak 2017. Bagaimana sosoknya? https://t.co/KERxK97KLy
Ketegangan antara Kosovo dan Serbia belum juga surut. Truk-truk masih melintang di perbatasan kedua negara. https://t.co/igwdiVpYwR
"Persaingan merebut predikat top skor Piala AFF 2022 semakin memanas. Dua nama baru turut meramaikan persaingan, salah satunya gelandang Indonesia, Marc Klok. https://t.co/7qBXUNVH3o"
"Catat detikers! Bagi kamu yang ingin malam tahun baruan di Jakarta, berikut jadwal operasional khusus MRT saat malam tahun baru 2023.  https://t.co/rnK3uPIRnF"
"PT MRT Jakarta mengoperasikan robot pintar DINA yang berpatroli di dalam area Stasiun MRT Lebak Bulus, Jaksel. https://t.co/j5no84Sdci"
"#Foto Kereta berenergi hidrogen pertama di dunia meluncur dari jalur perakitan di Chengdu, China. Begini penampakannya.  https://t.co/KGwoxsp0PF"
Bus Timnas Thailand dilempar batu oleh sejumlah suporter di Stadion GBK. Paguyuban Suporter Timnas Indonesia meminta maaf ke masyarakat Thailand https://t.co/9IbVx4JBdc
"Ratusan kapal nelayan bersandar di tempat pelelangan ikan Kalibaru, Cilincing, Jakarta Utara. Hal tersebut menyusul peringatan BMKG terkait cuaca buruk. https://t.co/0hGXQlxBha"
Bus Timnas Thailand dilempar batu oleh sejumlah suporter di Stadion GBK. Paguyuban Suporter Timnas Indonesia meminta maaf ke masyarakat Thailand https://t.co/gI8yFnwioQ
"Cetak rekor MURI bangun 26 toko dalam seminggu, berikut profil dan sejarah dari Kopi Kenangan.  https://t.co/nZbXlXBXjE"
Bahasa Indonesia masuk ke dalam bahasa yang paling banyak digunakan di Asia. Ada di nomor berapa bahasa Indonesia? https://t.co/iL0XMxQ1k6
"Jika ditanya tentang kebun binatang, pasti detikers langsung teringat nama Taman Safari. Sudah tahu belum siapa yang mendirikan kebun binatang ini?  https://t.co/J2w4EBSOyP"
Nikita Mirzani tidak berhenti menebar senyuman begitu dinyatakan bebas dari tahanan. Ia bahkan mengucapkan terima kasih kepada majelis hakim. https://t.co/VkxF6663d1
"Tokopedia meluncurkan gerakan 'Tokopedia Hijau' sebagai upaya dalam menciptakan ekosistem bisnis berkelanjutan. 

https://t.co/evHevJaZH2"
"Tokopedia menghadiri acara Wajib Pajak Gathering (WP Gathering) yang digelar Pemerintah Kota (Pemkot) Yogyakarta.

https://t.co/I6AvyLsPsq"
"Buat kamu yang masih bingung memilih kado Natal dan tahun baru untuk orang tercinta baik teman, kerabat atau pasangan, kamu bisa ikuti tips berikut. 

https://t.co/lyRa47SjhU"
Thailand menyelamatkan satu poin dari laga lawan Indonesia. Pelatih tim 'Gajah Perang' Alexandre Polking kecewa harus kehilangan pemain karena ceroboh. https://t.co/9MNjyS0UTl
Sejumlah infrastruktur dibangun untuk mencegah banjir di Jakarta. Berikut deretan infrastruktur yang dibangun untuk mengendalikan air dari hulu hingga hilir.  https://t.co/z9fGTk4ScP
detikers tahu nggak dari mana asal-usul istilah 'bank'? Kamu nggak bakal nyangka kalau asalnya dari kata ini.  https://t.co/Ds6L8eKonS
"Mobil Suzuki Ertiga yang dikendarai H menabrak 5 pengendara motor di Jalan Gajah Mada, Kelurahan Jempong, Kecamatan Sekarbela, Mataram. Kini H jadi tersangka. https://t.co/y56tHih7pG"
Wacana tarif KRL dinaikkan bagi mereka yang dianggap kaya menjadi sorotan dari berbagai pihak. Kemenhub diminta untuk memperjelas kriteria tersebut. https://t.co/Qd0brpoFZB
"Pengamat menilai Kemenhub tak perlu repot menyusun skema tarif KRL baru dengan membedakan yang mampu dan tidak, tapi naik untuk semua. Bagaimana menurut detikers?  https://t.co/IxAxBDLa8x"
"Film Avatar The Way of Water berlatar di sebuah planet bernama Pandora. Faktanya, Pandora memang benar-benar ada, lho! Berikut NASA ungkapkan.  https://t.co/0XSDiRKx5Y"
Macaulay Culkin populer setelah membintangi Home Alone. Beginilah transformasi mantan bintang cilik itu hingga dewasa dan kini berusia 42 tahun.  https://t.co/6yUjgJvT4l
Jutaan HP jadul bakal tak bisa gunakan WhatsApp lagi per 31 Desember 2022. Total ada 49 model iPhone dan HP Android yang berpengaruh. HP apa saja? https://t.co/VPHLt5h8Rd
detikers bertanya-tanya nggak sih kenapa harga es krim Mixue cukup murah? Ternyata ini lho rahasianya.  https://t.co/A3hoH58a5t
Kegagalan mengalahkan Thailand bikin Indonesia belum bisa menyegel tiket ke semifinal Piala AFF 2022. Nasib Tim Garuda ditentukan di laga melawan Filipina. https://t.co/zftNYruXlL
Pelatih Thailand Mano Polking sangat bangga dengan timnya. Thailand mengimbangi Indonesia 1-1 usai bermain dengan 10 orang sejak awal babak kedua. https://t.co/LpU9HttoV1
"Pria di Samarinda, Kaltim tewas mengenaskan dipukul bertubi-tubi menggunakan palu oleh istrinya. Pelaku berinisial SA itu sudah diamankan kepolisian.
Via: @detik_sulsel https://t.co/igafQ27hqp"
Febri Diansyah sempat berdebat alot dengan majelis hakim dalam persidangan. Perdebatan itu dipicu saat pihak Ferdy Sambo ingin menampilkan bukti. https://t.co/P2bbRjQHtb
Kepala BRIN Laksana Tri Handoko buka suara soal prediksi cuaca hujan ekstrem hingga badai dahsyat. Dia menyebut prediksi itu merupakan prediksi personal. https://t.co/05ef9Tx3tL
"Pesawat dari maskapai asal Negeri Kanguru harus putar balik ke negara asalnya. Padahal, mereka hendak mendarat di Pulau Dewata. Begini duduk perkara masalahnya. https://t.co/orAB4DRXmO"
Pertamina Hulu Energi WMO (PHE WMO) meraih Penghargaan Proper Emas dari Kementerian Lingkungan Hidup dan Kehutanan (KLHK) untuk keempat kali. https://t.co/7O5e3P30En
Artis Nikita Mirzani langsung menyentil penegak hukum setelah ia dibebaskan dari kasus yang menjeratnya gegara laporan Mahendra Dito. Apa katanya? https://t.co/A7aP1JTodO
Istri RW di Jakarta Barat melakukan pungli urus akta lahir. Lurah Duri Kepa meminta istri RW itu mengembalikan uang pungli yang diterima. https://t.co/A1roQTIIG7
Nikita Mirzani tidak berhenti menebar senyuman begitu dinyatakan bebas dari tahanan. Ia bahkan mengucapkan terima kasih kepada majelis hakim. https://t.co/58PVSr2U8v
"Musim dingin sedang melanda Korea Selatan. Cuaca dingin itu membuat Sungai Han membeku, Kamis (29/12/2022). Ini penampakannya. https://t.co/ZvCjZSKCjN"
Insiden pelemparan ke bus Thailand membuat satuan pengamanan harus bekerja ekstra. Bus tim tamu pun mendapat penjagaan ketat saat kepulangan usai laga. https://t.co/4FAnI6XsHi
"Indonesia vs Thailand selesai 1-1. Tim Gajah Perang cuma bikin satu shots on target, main dengan 10 orang... hokikah atau Tim Garuda yang mejan? https://t.co/imf95Kv7Vb"
Fraksi PDIP DPRD Depok mengkritik Pemkot soal aturan pemilik kendaraan tanpa garasi kena denda Rp 2 juta. PDIP menilai aturan itu minim sosialisasi. https://t.co/K3RLXG9LJm
"Timnas Thailand kedatangan sejumlah suporternya saat menghadapi Indonesia di Stadion Gelora Bung Karno, Jakarta, Kamis (29/12/2022). https://t.co/i8iRLbvqnG"
"#Foto Mobil jenazah kini juga tersetrum mobil listrik. Basisnya diambil dari Tesla Model 3 yang diketahui merupakan sedan. Intip potretnya!

Foto: Derks https://t.co/xf8No6CRkK"
Timnas Indonesia harus menang melawan Filipina pada laga terakhir fase grup Piala AFF 2022. Shin Tae-yong mewajibkan timnya untuk menang pada laga pamungkas. https://t.co/v4ydNxiImi
Panglima TNI Laksamana Yudo Margono membocorkan daftar alutsista baru yang akan dimiliki TNI. https://t.co/hzoSOk4pps
"Egy Maulana Vikri menjadi salah satu pemain Indonesia yang tak maksimal saat melawan Thailand. Dari data Opta, berikut statistik pemain nomor 10 itu. https://t.co/aTz8JjyLU9"
Jokowi mengatakan timnas Indonesia sudah berjuang keras meski hasilnya imbang melawan Thailand. https://t.co/eq4jq1Sq3J
"Tim Nasional Indonesia ditahan imbang 1-1 saat melawan Thailand di babak Grup A Piala AFF 2022. Pelatih timnas, Shin Tae-yong, menyayangkan hasil tersebut. https://t.co/fkKm90ScAl"
Fenomena hewan-hewan mati misterius hingga mengenaskan juga banyak terjadi di tahun 2022. Berikut ini foto-fotonya! #detikcomYearInReview https://t.co/Znpl1ofxXK
"Simak daftar gunung tertinggi di Pulau Jawa dan daya tariknya, mulai dari Gunung Semeru hingga Gunung Sindoro. Apa keistimewaannya? https://t.co/5Uy4QTwqr2"
Jokowi mengatakan timnas Indonesia sudah berjuang keras meski hasilnya imbang lawan Thailand. https://t.co/b7PupSWW1b
"Polisi masih menyelidiki kasus ABG perempuan ditemukan lemas di Klapanunggal, Kabupaten Bogor. Polisi menduga, telah terjadi kekerasan seksual terhadap ABG itu. https://t.co/O797X4sgg7"
"Twibbon Hari Satpam 2022 digunakan saat peringatannya tanggal 30 Desember. Twibbon Hari Satpam juga bisa diunggah di Instagram, Twitter, dan Facebook. https://t.co/XlVsh8MdCM"
"BMKG Makassar mengeluarkan peringatan dini angin kencang di wilayah Sulawesi Selatan (Sulsel) bagian barat dan selatan. Simak informasi selengkapnya berikut ini.
Via: @detik_sulsel https://t.co/pQVZBMkbxP"
Video yang memperlihatkan rangkaian mobil yang ditumpangi Presiden Jokowi dihadang warga saat kunjungan kerja di NTB beredar di media sosial. Ini ceritanya. https://t.co/HbvfaLs0tT
"Gempa bumi dengan kekuatan magnitudo (M) 4,2 terjadi di Kabupaten Seram Bagian Barat, Maluku. Gempa ada pada kedalaman 19 kilometer. https://t.co/hJCxHa9DIi"
Kebakaran hebat menghanguskan sebuah hotel-kasino di perbatasan Kamboja-Thailand. Sejumlah orang dilaporkan tewas dan puluhan lainnya luka-luka. https://t.co/TKzc9DVVSN
ITB meluncurkan aplikasi Desanesha. Aplikasi itu bertujuan membantu desa 3T mencari solusi permasalahan yang dihadapi. https://t.co/RGxhwai70Q
Kiper Nadeo Argawinata jadi sorotan saat Indonesia ditahan imbang Thailand 1-1. Nadeo disebut terlalu maju posisinya saat Gajah perang samakan kedudukan. https://t.co/m9kWwtNkvQ
"Mantan istri Tommy Soeharto, Tata Cahyani, terlihat awet muda dan seperti bestie dengan putra sulungnya nih. Seperti apa? Intip potret-potretnya, yuk. #detikNetwork   https://t.co/Hvp2K00UWa"
James Cameron membuktikan bahwa Avatar: The Way of Water bisa sukses di box office!  https://t.co/FUwLHhEUkR
"Pemuda di Banjar, Kalsel ditangkap usai menikam kakak iparnya hingga tewas. AW menghabisi nyawa korban usai kesal ditinggal oleh korban di pasar.
Via: @detik_sulsel https://t.co/HDNhPIcO0q"
Indonesia gagal menggusur Thailand dari puncak klasemen usai kedua negara bermain imbang 1-1. Berikut klasemen Piala AFF 2022 Grup A. https://t.co/T0zT1ONCWo
"Selama tahun 2022 ada banyak HP yang rilis di Indonesia, tapi beberapa HP ini sukses menyita perhatian. HP apa saja ya? Yuk cek siapa tau detikers mau beli.  https://t.co/DT5N5LgTjh"
Pelatih Timnas Indonesia Shin Tae-yong kecewa berat dengan kegagalan Witan Sulaeman mencetak gol ke gawang kosong. Ia menilai peluang itu wajib menjadi gol. https://t.co/JuV5eor1UV
"Gempa bumi dengan kekuatan magnitudo (M) 5,9 terjadi di Kepulauan Talaud, Sulawesi Utara (Sulut). Gempa ada pada kedalaman 135 kilometer. https://t.co/a5ddGmHe51"
Filipina menjadi yang paling anyar tersingkir dari gelaran Piala AFF 2022. Siapa saja tim lainnya?  https://t.co/AI6cVDdZ8u
Indonesia masih susah menang atas Thailand. Tim Garuda terakhir kali mampu mengalahkan Gajah Perang di level senior adalah pada 2016.  https://t.co/Y3idMZ350K
"Rakor Kemenhub dengan BMKG, BRIN, dan BNPB bertujuan untuk melakukan antisipasi cuaca ekstrem yang terjadi pada musim libur Nataru. https://t.co/fAq7vqBVNa"
Indonesia vs Thailand selesai imbang 1-1 dalam lanjutan Piala AFF 2022. Berikut video cuplikan pertandingan duel Skuad Garuda dengan Gajah Perang. https://t.co/0MFYrKZU3Q
"Salju tebal yang menyelimuti Buffalo, New York, AS, mulai dibersihkan, Rabu (28/12) waktu setempat. Alat berat hingga truk dikerahkan dalam bersih-bersih salju. https://t.co/LZA5Dc4vCp"
Menteri Lingkungan Hidup dan Kehutanan (LHK) Siti Nurbaya menggelar Refleksi Akhir Tahun 2022 Kementerian Lingkungan Hidup dan Kehutanan (KLHK). https://t.co/XXyTwXBU4X
Filipina menjadi yang paling anyar tersingkir dari gelaran Piala AFF 2022. Siapa saja tim lainnya? https://t.co/vnWsyWhvUB
Indonesia vs Thailand selesai imbang 1-1 dalam lanjutan Piala AFF 2022. Berikut video cuplikan pertandingan duel Skuad Garuda dengan Gajah Perang. https://t.co/kH2ZZ5yTa2
"Kawasan wisata Jembatan Plunyon, Sleman, yang jadi lokasi syuting film KKN di Desa Penari longsor di sejumlah titik. 

Via @detik_jateng https://t.co/RlghIOCbJV"
"Sopir Teman Bus Makassar diduga meninggal dunia saat mengemudikan kendaraannya. Akibat kejadian itu Teman Bus menabrak sejumlah minibus yang ada di depannya.
Via: @detik_sulsel https://t.co/pp21JijRTF"
BMKG memprediksi sebagian wilayah Indonesia diguyur hujan lebat saat malam Tahun Baru 2023. Wilayah tersebut yakni mulai dari DKI Jakarta hingga Jawa Timur. https://t.co/8be8O8rhYc
"Hadir dengan 4 warna premium membuat tampilan XMAX Connected jadi lebih elegan. Ada warna Dark Petrol, Prestige Grey, Premium Black, dan Luxury Red yang siap membawamu berkendara dengan MAXImal!. Selengkapnya kunjungi https://t.co/NAOKZOm42F https://t.co/NBSJXfixPQ"
"Presiden Jokowi kembali menyaksikan pertandingan Timnas Indonesia di Piala AFF 2022. Di sela-sela menonton, Jokowi sempat membagikan minuman kepada suporter. https://t.co/ImwNUZfU3i"
"Kebakaran imbas kecelakaan kendaraan terjadi di dalam terowongan jalan tol di Gwacheon, Korea Selatan (Korsel). Akibatnya, lima orang tewas dan 37 orang terluka https://t.co/utDJ63MM1a"
"Video bernarasi tanggul di Desa Nagara, Kecamatan Kibin, Kabupaten Serang, Banten, jebol viral. Ternyata begini Faktanya. https://t.co/jCbViJ4dYK"
Indonesia masih susah menang atas Thailand. Tim Garuda terakhir kali mampu mengalahkan Gajah Perang di level senior adalah pada 2016. https://t.co/eruaeng2Wr
"Indonesia ditahan imbang 1-1 oleh Thailand yang bermain dengan 10 pemain. Unggul dulu lewat penalti Marc Klok, Tim Garuda gagal menang akibat gol Sarach Yooyen. https://t.co/EfiwPIark0"
"Finishing kembali jadi permasalahan buat Indonesia di ajang Piala AFF 2022. Shin Tae-yong sudah berulang kali membahasnya, sampai kini cuma bisa bersimpuh. https://t.co/9gCCMq33tZ"
Indonesia masih susah menang atas Thailand. Tim Garuda terakhir kali mampu mengalahkan Gajah Perang di level senior adalah pada 2016. https://t.co/AiFVxkimdA
Wakil Presiden Ma’ruf Amin menilai wacana penerapan tarif KRL untuk orang kaya perlu diuji coba. Berikut ungkapannya! https://t.co/a7NIQgmMUU
Maling babak belur dihakimi massa saat beraksi di Kota Bogor. Pelaku sempat mengacungkan pistol dan melepaskan tembakan ke udara. https://t.co/pZbhxwOaE9
"Pemerintah sedang menggodok aturan pemberian subsidi untuk mobil listrik dan motor listrik. Tak hanya terbatas pada dua model kendaraan itu, pemerintah juga sedang mempertimbangkan subsidi serupa untuk transportasi massal, bus listrik.

#detikcom #buslistrik https://t.co/jGzMuDqQR4"
"Istri bunuh suami di Samarinda, Kalimantan Timur (Kaltim). Pelaku tega menghabisi nyawa korban karena sakit hati dituduh selingkuh dengan mertuanya.
Via: @detik_sulsel https://t.co/ObOuqbPQRQ"
Acsena Humanis menegaskan pihaknya tidak pernah membuat laporan ke KPK. https://t.co/b1EzxN7tMT
"Aktris Mandarin, Tong Liya, kembali muncul ke publik setelah berbagai pemberitaan mengenai dirinya terkuak. Ini potretnya:  https://t.co/1zzWmja8km"
Ferdy Sambo menggugat Presiden Jokowi dan Kapolri ke PTUN Jakarta terkait pemecatan dirinya sebagai Kadiv Propam Polri. Polri siap hadapi gugatan tersebut. https://t.co/PFvkv0lYyV
"Pemasangan turap di Kali Angke kawasan Kembangan Utara masih berproses di H-3 tahun baru 2023 ini. Selanjutnya, turap akan dilengkapi balok penutup. https://t.co/EtRYYjv7YU"
Polutan adalah bahan atau zat yang bisa menyebabkan pencemaran lingkungan. Begini penjelasan lengkapnya: https://t.co/vwKFdpioxr
"Honda Prospect Motor telah meluncurkan SUV baru, Honda WR-V, untuk pasar Indonesia. Mobil ini hadir dengan mesin 1.500 cc non-turbo.

#detikcom #Honda https://t.co/MY8z6i3VcN"
"#Foto Ketua Umum Lembaga Persahabatan Ormas Islam (LPOI), Said Aqil Siroj bakal membentuk sebuah badan yang mengawasi industri obat dan makanan di Indonesia.

Foto: Dok. LPOI https://t.co/9x2OOxv2r3"
Kamboja memetik kemenangan keduanya di Piala AFF 2022. Kamboja bangkit dari ketinggalan sebelum berbalik mengalahkan Brunei Darussalam dengan skor akhir 5-1. https://t.co/qcNyeS6RT2
Kepala BRIN Laksana Tri Handoko buka suara soal prediksi cuaca hujan ekstrem hingga badai dahsyat. Dia menyebut prediksi itu merupakan prediksi personal. https://t.co/Gkl2w1RgZH
Indra Bekti mendapatkan banyak doa dari rekan sesama artis dan netizen. Lekas pulih Indra Bekti...  https://t.co/A9jfax0mCu
"PT ASDP Indonesia Ferry memprediksi 11 ribu kendaraan menyeberang di Pelabuhan Merak ke Bakauheni, Lampung, pada pergantian tahun. https://t.co/ocg3dqVu4t"
"Presiden Joko Widodo (Jokowi) menonton langsung pertandingan Piala AFF Indonesia Vs Thailand di Stadion Gelora Bung Karno, Senayan Jakarta. https://t.co/s3trYqTVfi"
"Setelah menunggu 4 tahun, mangaka Yoshihiro Togashi menuntaskan janjinya untuk lanjutkan manga Hunter x Hunter. Sayangnya komiknya kembali akan hiatus. https://t.co/NcxbmWVN63"
"Tempo hari Hansamu Yama gagal bikin gol ke gawang kosong Brunei di Piala AFF 2022. Hari ini, kontra Thailand, giliran Witan Sulaeman yang gagal! https://t.co/4BhSBkBqqY"
